EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaFSISNumber,SalmonellaAMRResistanceProfile,CampylobacterAnalysis1ml,CampylobacterAnalysis30ml,CampylobacterSpecies,CampylobacterPFGEPattern,CampylobacterAlleleCode,CampyFSISNumber,CampyAMRResistanceProfile,Weekday,Longitude,Latitude,WeatherDate_Day0,MaxTemp_Day0,MinTemp_Day0,AverageTemp_Day0,Precipitation_Day0,Humidity_Day0,PrecipType_Day0,Snow_Day0,SnowDepth_Day0,WindGust_Day0,WindSpeed_Day0,WindDirection_Day0,Pressure_Day0,CloudCover_Day0,Visibility_Day0,Solar Radiation_Day0,DEW_Day0,WeatherDate_Day1,MaxTemp_Day1,MinTemp_Day1,AverageTemp_Day1,Precipitation_Day1,Humidity_Day1,PrecipType_Day1,Snow_Day1,SnowDepth_Day1,WindGust_Day1,WindSpeed_Day1,WindDirection_Day1,Pressure_Day1,CloudCover_Day1,Visibility_Day1,Solar Radiation_Day1,DEW_Day1,WeatherDate_Day2,MaxTemp_Day2,MinTemp_Day2,AverageTemp_Day2,Precipitation_Day2,Humidity_Day2,PrecipType_Day2,Snow_Day2,SnowDepth_Day2,WindGust_Day2,WindSpeed_Day2,WindDirection_Day2,Pressure_Day2,CloudCover_Day2,Visibility_Day2,Solar Radiation_Day2,DEW_Day2,WeatherDate_Day3,MaxTemp_Day3,MinTemp_Day3,AverageTemp_Day3,Precipitation_Day3,Humidity_Day3,PrecipType_Day3,Snow_Day3,SnowDepth_Day3,WindGust_Day3,WindSpeed_Day3,WindDirection_Day3,Pressure_Day3,CloudCover_Day3,Visibility_Day3,Solar Radiation_Day3,DEW_Day3,Numerical_Weekday
4512,P6510,"Peco Foods, Inc",MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103054555,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,FSIS_Camp - 1235.1443 | 03/29/2023,FSIS32208368,Pan-Susceptible,Tuesday,-90.0523146,32.609865,2022-10-18,56.6,39.5,48.4,0,43.3,,0,0,27.7,15.1,350.4,1020.3,1.4,9.9,184.9,25.1,2022-10-17,71.2,52.1,65.3,0,60.6,,0,0,26.2,11.2,339.3,1015,59.2,9.9,166.2,49.5,2022-10-16,81.3,55,68.2,0,75.4,,0,0,18.3,6.7,345.9,1016.8,25.7,9.9,100,59.5,2022-10-15,86.4,53.7,67.8,0,65.5,,0,0,15,8.9,164.8,1017.2,0.5,9.8,182.3,53.7,2
4514,P6638,Pilgrim's Pride Corporation,AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103056243,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-85.9595721,31.2555161,2022-10-18,60.3,42.8,51.8,0,47.5,,0,0,23,13.4,345.1,1014.9,0,9.9,223.9,31.1,2022-10-17,77.2,61.8,68.5,0,82.6,,0,0,19.2,7.4,307.5,1012,49.2,7.4,86,62.4,2022-10-16,83.5,51.4,66.4,0,71.3,,0,0,6.9,3.6,24.5,1017.3,5.6,9.8,200.3,54.5,2022-10-15,82.5,49,63.9,0,67.3,,0,0,6.9,3.6,28,1018.8,0,9.8,231.2,49.4,2
4515,P6666,"Koch Foods of Gadsden,
LLC",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103061140,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-85.9724391,33.970439,2022-10-18,52.7,31.9,43.9,0,49.8,,0,0,25.1,17.3,339,1017.7,1.9,9.9,96.7,25.3,2022-10-17,71.5,50.8,61.4,0,65.6,,0,0,24.8,15.6,306.2,1012.9,29.5,9.9,110,47.7,2022-10-16,81.7,47,63,0,75.5,,0,0,17.2,9,241.1,1017.8,3.6,9.8,98,53.2,2022-10-15,82.6,42.2,60.6,0,70.4,,0,0,23,10.1,248.1,1019.2,1.3,9.9,106.2,48.7,2
4530,P18557,"Sanderson Farms, Inc.",MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103052377,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-90.3802598,31.8761732,2022-10-18,57.1,39.1,48.7,0,46.6,,0,0,27.7,16.2,345.4,1020.2,1.8,9.9,227.8,27,2022-10-17,70.6,53.8,64.7,0,68.9,,0,0,23.7,11.2,338.3,1015.2,57.1,9.7,120.7,53.3,2022-10-16,82.8,54.6,68.7,0,76.5,,0,0,11,3.8,316.4,1017.1,20.1,9.7,164.3,60,2022-10-15,86.3,53.2,68.2,0,67.6,,0,0,13.6,7.3,169.4,1017.8,0.3,9.9,232.5,54.7,2
4538,P164,Tyson Foods Inc,MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103056896,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 37.42.43.43.270 | 03/29/2023,FSIS22210574,Cip Nal,Tuesday,-76.2999535,40.7380319,2022-10-18,48.7,32.7,42.7,0,59.1,,0,0,22.8,8,286.7,1005.9,48.8,9.9,146.2,29,2022-10-17,60.9,42.1,50.5,0.008,70,rain,0,0,30,7.8,285,1005.6,62.9,9.8,67.3,40.2,2022-10-16,63.5,39.1,49.3,0,72.4,,0,0,14.5,5.5,314.6,1014.8,24.4,9.6,145.8,39,2022-10-15,70.4,38.9,52.9,0,72,,0,0,25.1,12.9,177.9,1015.2,18.5,8.8,181.2,42.4,2
4541,P341,Golden Rod Broilers,AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103060711,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-86.7689255,34.1532529,2022-10-18,50.5,36.1,42.9,0,48.5,,0,0,27.1,11.3,348.4,1017.8,11,9.9,191.2,24.3,2022-10-17,66.3,47.3,59.4,0,66.1,,0,0,25.1,11.9,322.7,1013.9,36.1,9.4,192.1,46.5,2022-10-16,77.9,52.8,64.1,0.011,80,rain,0,0,17.2,9.2,271.1,1017.8,31.1,9.6,143.8,56.7,2022-10-15,78.6,45.6,61.1,0,70.1,,0,0,23,11.1,235,1018.7,6.2,9.9,164.8,49.4,2
4544,P509,Koch Foods LLC,TN,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103068397,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-85.3941092,34.9938388,2022-10-18,53.5,35.4,44.1,0,47.1,,0,0,28.4,17.7,332.2,1016.1,33.6,9.9,38.1,24.6,2022-10-17,69.4,50.4,62.4,0.005,58.2,rain,0,0,26,16.7,309.4,1011.7,45.6,9.9,55.8,45.6,2022-10-16,78.6,54.9,65.7,0,67.5,,0,0,13,10,261.5,1016.8,60.2,9.9,40.5,53.5,2022-10-15,81.7,47.4,63.1,0,59.4,,0,0,27.7,15.1,227.9,1017.7,22.4,9.8,52.8,46.6,2
4595,P6529,"Koch Foods of  Montgomery,
AL",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103062782,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 58.62.237.266 | 03/29/2023,FSIS22210581,Pan-Susceptible,Tuesday,-86.3547844,32.3284278,2022-10-18,56.6,42.1,49.5,0,43.9,,0,0,27.4,15.5,329.8,1016.5,0,9.9,144.5,27.2,2022-10-17,78.5,57.5,65.5,0,71,,0,0,21.9,11.9,288,1012.2,31.9,9.9,86.5,54.8,2022-10-16,82.1,52.5,65.4,0,72.2,,0,0,8.9,5.9,260.8,1017.3,3.7,9.7,134.5,54.4,2022-10-15,82.7,47.3,63.5,0,65.4,,0,0,7.2,4.7,326.2,1018.9,0,9.5,156.1,48.6,2
4783,M20322+P20322,"Keystone Foods, LLC.",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103052796,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-86.6740494,34.7123877,2022-10-18,52.6,33.6,42.6,0,52.6,,0,0,25.7,19.8,336.6,1017.8,11.4,9,190.5,25.9,2022-10-17,66.3,46.6,59.5,0,60.6,,0,0,23.3,13.9,319.9,1013.3,32.1,8.8,198.8,43.7,2022-10-16,76.5,54.9,65.5,0.038,74.4,rain,0,0,11.6,10.3,248,1016.7,67.5,9.9,112.3,56.4,2022-10-15,81.5,53,64.6,0,60.8,,0,0,26.4,12.1,235,1017.4,31.3,9.9,143,49.5,2
5687,M4181+P4181,"Mao Foods, Inc.",CA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103060025,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-118.2403275,34.0062516,2022-10-18,84.7,61.6,71.7,0,64.9,,0,0,16.6,7.3,266.4,1014.7,2.3,9.9,195,57.8,2022-10-17,76,60.1,66.9,0,75.7,,0,0,18.3,14.3,263.4,1015.6,3.4,9.9,192.7,58.5,2022-10-16,71.4,62.7,66.5,0,78.2,,0,0,23,6.7,273.1,1015.7,37.9,9.8,64.7,59.2,2022-10-15,70.5,63.2,66.2,0.023,82,rain,0,0,11,6.7,263.4,1012.2,97.3,8.5,64.3,60.3,2
8719,M20446+P20446+V20446,"Central Illinois Poultry
Processing LLC",IL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103055128,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-88.471757,39.6691236,2022-10-18,48.8,30.7,39.3,0,57.2,,0,0,33.8,22.4,304.4,1018.6,19.8,9.9,146.9,24.5,2022-10-17,45.4,34.7,40.4,0,56.8,,0,0,33.6,20.7,301.8,1015.6,55.3,9.9,91.5,25.8,2022-10-16,63.2,46.8,53.7,0,51.6,,0,0,29.9,16.3,289.3,1015.3,30.8,9.9,136.9,35.9,2022-10-15,57,37.9,47.8,0,65.2,,0,0,24.2,12.7,254.6,1014.8,13.7,9.8,149.7,35.4,2
9259,M27389+P27389+V27389,Pitman Farms,CA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103064131,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 37.42.3992.6041 | 03/29/2023,FSIS22210575,Tet,Tuesday,-119.5508253,36.691589,2022-10-18,83.8,59.1,70.1,0,60.5,,0,0,11.6,7.1,316.2,1017.4,43.4,8.9,139.8,54.6,2022-10-17,80.7,55,67.5,0,63,,0,0,10.7,8.4,305.6,1017.2,15.8,9.7,145.4,53.4,2022-10-16,79.8,56.2,66.8,0,64.9,,0,0,18.8,10.6,304.7,1015.6,8.4,9.8,151.4,53.7,2022-10-15,87.5,59,72.2,0,52.5,,0,0,23.7,12.8,313.9,1009.3,10.7,9.2,157.3,52.4,2
13729,P40183,"Sanderson Farms, Inc.",NC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103060131,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-77.669338,35.257017,2022-10-18,66.6,43.6,55.4,0,56.2,,0,0,27.3,14.1,327.4,1008,29.6,9.9,198.3,39,2022-10-17,81.8,60.3,70,0,65.5,,0,0,28,19.5,212.4,1008.3,20.8,9.9,116.3,57,2022-10-16,82.1,56.8,67.1,0,62.9,,0,0,19,8.9,224.3,1016.6,0.8,9.9,119.1,53.1,2022-10-15,78.7,42.7,60.2,0,67,,0,0,15.2,9.8,217,1018.8,0.9,9.7,200.2,46.4,2
13933,P40345,"Misty Lea Farm Poultry
Processing",KY,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103061675,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - | 03/29/2023,FSIS12217092,Cip Nal Tet,Tuesday,-87.3118248,36.8869059,2022-10-18,52.4,32.6,41.5,0,47.4,,0,0,28.9,17.1,308.2,1018.7,2.8,9.9,182.5,22.2,2022-10-17,58.2,38.8,48.9,0,51.8,,0,0,28.2,17.6,313.2,1015.1,0,9.9,162.5,29.6,2022-10-16,69.2,55.9,62,0.033,85.2,rain,0,0,20.4,11,233.7,1015.4,52,9.4,20.5,57.5,2022-10-15,76.2,56.8,65.5,0,47.5,,0,0,24.2,13.9,246.1,1014.8,2.8,9.2,185,44,2
13936,P39915+V39915,"LOCUST POINT FARMS,
LLC",MD,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103055675,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,"FSIS_Camp -
2685.3256.4763.9590.14412.20175 |
03/29/2023",FSIS12217093,Pan-Susceptible,Tuesday,-75.8277703,39.5584528,2022-10-18,54.7,41.3,47.9,0.006,58.3,rain,0,0,22.1,10.4,290.4,1006.3,40.7,9.8,192.5,33.6,2022-10-17,67.2,49.9,59.3,0.348,81.7,rain,0,0,24.6,11.5,207.7,1005.6,72.3,9.5,121.3,53.5,2022-10-16,68.2,47.6,56.9,0,67.8,,0,0,16.6,6.5,327.2,1014.5,14,9.7,155.1,44.4,2022-10-15,73,43.7,57.5,0,69.7,,0,0,27.7,13.5,176.7,1016.1,0,9.9,184.4,46,2
127044,P45483,"Peco Foods, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103064197,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-91.6484427,35.7645792,2022-10-18,52.1,30.8,41.9,0,45.2,,0,0,23.3,9.2,325.2,1023.7,1.1,9.9,193.5,21.4,2022-10-17,61,44.8,52.1,0,48.6,,0,0,24.2,13.9,321.1,1019.1,0,9.9,192.8,30.8,2022-10-16,73.1,57.7,64.5,0.818,82.4,rain,0,0,29.8,13.8,293.6,1017.1,52.5,8.9,101.2,58.6,2022-10-15,79,55.1,67.7,0.113,52.1,rain,0,0,29.8,13.9,100.4,1014.6,12.8,9.5,179.9,48.1,2
6163495,P46166+V46166,Brummel Poultry Processing,IL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103057032,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,"FSIS_Camp -
804.917.4209.9510.14277.19944 |
03/29/2023",FSIS32208371,Pan-Susceptible,Tuesday,-89.7302931,41.77347,2022-10-18,48.8,29,38.6,0,57.3,,0,0,27.5,17.2,309.4,1006.4,15.8,9.9,154.4,23.8,2022-10-17,43,33.2,37.5,0,65.7,,0,0,30,20.8,309.7,1002.9,67.3,9.6,56.1,26.7,2022-10-16,55.1,35.1,45.7,0,64.4,,0,0,36,23,282.2,1002.1,43.4,9.9,95.4,33,2022-10-15,54,29.9,42.6,0,73.5,,0,0,23.5,16.1,251.3,1000.7,6.9,9.9,175.6,33.3,2
6166271,P47824,"Regenerative Agriculture
Alliance",IA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103063870,2022-10-18 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Tuesday,-82.8099449,36.1988734,2022-10-18,45.3,32.6,38.7,0,62.3,,0,0,21.9,12.5,281.4,1013.1,75.8,9.9,40.1,26.8,2022-10-17,64.4,47.9,58.1,0.112,68.2,rain,0,0,27.5,16.2,275.1,1009.2,72.3,9.5,116.9,46.2,2022-10-16,69.9,52.7,60.5,0.113,77.8,rain,0,0,19.7,13.8,268.4,1016.2,86,9.6,70.1,53.1,2022-10-15,78.6,40.4,57.5,0,59.1,,0,0,28.3,15.9,265.6,1016.9,40.3,9.9,170.4,41.2,2
2,P32,"Mar-Jac Poultry, Inc.",GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103054327,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-83.8291133,34.2787878,2022-10-19,60.2,35,46.8,0,51.2,,0,0,24.2,13.9,295.9,1018.6,0,9.9,199,28.3,2022-10-18,52.1,38,45.7,0,42.3,,0,0,30.5,17.2,320.1,1012.8,3.3,9.9,205.7,23.6,2022-10-17,74,53.9,64.3,0,62.9,,0,0,29.4,18.3,280.8,1010.1,10,9.9,171.8,50.3,2022-10-16,80,53.9,66.4,0,61.7,,0,0,14.8,11.4,253.6,1017.3,0,9.9,180.4,51.2,3
3,P40,Pilgrim's Pride Corporation,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103059114,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,"FSIS_Camp - 157.169.197.5641.13263 |
03/29/2023",FSIS22210591,Cip Nal,Wednesday,-83.826709,34.2854113,2022-10-19,60.2,35.1,46.8,0,51.2,,0,0,24.2,13.9,295.9,1018.6,0,9.9,199,28.3,2022-10-18,52.1,38,45.7,0,42.3,,0,0,30.2,17.2,320.1,1012.8,3.2,9.9,205.7,23.6,2022-10-17,74,54,64.3,0,62.9,,0,0,29.4,18.3,280.8,1010.1,10,9.9,171.8,50.3,2022-10-16,80,53.9,66.4,0,61.7,,0,0,14.8,11.4,253.6,1017.3,0,9.9,180.4,51.2,3
38,P855,Pilgrim's Pride Corporation,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103054796,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,"FSIS_Camp - 37.42.88.92.94.20270 |
03/29/2023",FSIS22210631,Tet,Wednesday,-83.826709,34.2854113,2022-10-19,60.2,35.1,46.8,0,51.2,,0,0,24.2,13.9,295.9,1018.6,0,9.9,199,28.3,2022-10-18,52.1,38,45.7,0,42.3,,0,0,30.2,17.2,320.1,1012.8,3.2,9.9,205.7,23.6,2022-10-17,74,54,64.3,0,62.9,,0,0,29.4,18.3,280.8,1010.1,10,9.9,171.8,50.3,2022-10-16,80,53.9,66.4,0,61.7,,0,0,14.8,11.4,253.6,1017.3,0,9.9,180.4,51.2,3
41,P1250,Fieldale Farms Corporation,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103055521,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-83.5512799,34.4844946,2022-10-19,59.3,35,46,0,53.4,,0,0,24.2,11.7,295.1,1018.6,2,9.9,123.7,28.6,2022-10-18,52,37.3,45.2,0,44,,0,0,28.4,15.8,317.6,1012.8,5.9,9.9,151.2,24.1,2022-10-17,72.6,54.1,63.8,0.021,64.4,rain,0,0,29.3,17.1,283.1,1010.3,16.6,9.7,133.1,50.4,2022-10-16,79.9,51.5,64.9,0,64.3,,0,0,18.1,9.7,266.1,1017.6,1.9,9.8,133,50.8,3
48,P1284,Pilgrim's Pride Corporation,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103063037,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-83.826709,34.2854113,2022-10-19,60.2,35.1,46.8,0,51.2,,0,0,24.2,13.9,295.9,1018.6,0,9.9,199,28.3,2022-10-18,52.1,38,45.7,0,42.3,,0,0,30.2,17.2,320.1,1012.8,3.2,9.9,205.7,23.6,2022-10-17,74,54,64.3,0,62.9,,0,0,29.4,18.3,280.8,1010.1,10,9.9,171.8,50.3,2022-10-16,80,53.9,66.4,0,61.7,,0,0,14.8,11.4,253.6,1017.3,0,9.9,180.4,51.2,3
562,P445,"Wayne Farms, LLC",NC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103059105,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-80.7123242,36.3907541,2022-10-19,53.9,37.1,43.4,0,57.4,,0,0,23,9.9,281.6,1016,50.3,9.9,122.8,28.7,2022-10-18,49,35.3,41.8,0,53.5,,0,0,25.1,14,309,1010.9,31.5,9.9,167.4,26,2022-10-17,69.5,51.9,60,0.049,71.4,rain,0,0,33.6,10.9,276.3,1008.8,58,9,96.5,49,2022-10-16,68.7,51,58.9,0.019,81.6,rain,0,0,19,5.5,328.4,1017.2,38.6,9.6,51.8,53,3
592,P1309,House of Raeford Farms Inc.,SC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103052324,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-82.3691979,34.8928329,2022-10-19,60.8,33.5,46.7,0,50.6,,0,0,13.4,8.2,243.4,1017.4,0,9.9,17.3,27.9,2022-10-18,56.6,40.5,48,0,41.6,,0,0,28.4,17.5,348.4,1011.2,1,9.9,18.1,25.2,2022-10-17,78.5,59.9,68.2,0,55.5,,0,0,29.5,19.4,253.4,1008.2,28.2,9.9,16.3,50.4,2022-10-16,81.9,53,68.4,0,52.2,,0,0,22.6,15.1,231.1,1016.4,0,9.9,25.4,48.8,3
750,P19128,"Case Farms of North
Carolina, Inc.",NC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103056637,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-80.8445903,35.701028,2022-10-19,56.7,30.9,42.4,0,66.2,,0,0,19.7,10.4,268.4,1016.3,16.4,9.9,156.1,30.1,2022-10-18,54,37.9,45.8,0,52.4,,0,0,23,13.3,331.2,1010.5,4,9.9,156.7,28.8,2022-10-17,74.2,54.4,63.5,0.287,74.9,rain,0,0,30,10.3,259,1008,67.5,9.7,123.4,54.6,2022-10-16,78,50.3,63.1,0.026,72.1,rain,0,0,16.6,6.9,249.7,1016.2,16.8,9.9,123.8,52.8,3
1906,M810+P810,Pilgrim's Pride Corporation,WV,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103055782,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-78.9698756,39.0597322,2022-10-19,50.5,36.3,44.9,0,58.3,,0,0,23,13.9,248.5,1012.2,83.2,9.9,110.8,30.8,2022-10-18,50.9,34.7,43.7,0,52.2,,0,0,19.7,12.6,279.4,1008.4,60.9,9.9,101.8,26.9,2022-10-17,65.4,47.1,56.3,0,65.6,,0,0,25.9,17.1,249.4,1006.6,48.5,9.9,119.2,43.1,2022-10-16,72.8,39.2,55.7,0.007,73.4,rain,0,0,23,9.4,232.7,1015,33.5,9.8,150.1,45.2,3
2173,P19514,"Tyson Foods, Inc.",KY,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103053072,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-86.2878681,37.0372414,2022-10-19,57.3,34.1,44.4,0,39.5,,0,0,20.1,9.3,274.6,1020.2,0.3,9.9,185.4,19.5,2022-10-18,51.3,33.8,41.6,0,53,,0,0,22.6,10.2,299.8,1017.7,43.7,9.9,164,25.2,2022-10-17,57.2,38,48.7,0,53,,0,0,27.7,13,301.9,1014.4,0.2,9.8,185.4,30.4,2022-10-16,67.1,52.4,59.8,0.016,83.1,rain,0,0,16.6,9.4,249.3,1015.6,49.6,9.6,44.8,54.6,3
2249,M667+P667,Mountaire Farms Inc.,DE,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103052883,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-75.2207437,38.4603917,2022-10-19,56.5,32.3,44.7,0,69.8,,0,0,24.2,14.4,256.5,1012.7,7,9.9,178.6,34,2022-10-18,57.2,43.3,51,0.163,60.5,rain,0,0,32.2,9.3,323.6,1006.5,57.3,9.8,169.4,37.1,2022-10-17,66.6,58.6,61.7,0.68,90.3,rain,0,0,29.5,13.3,217.6,1006.7,92.7,9.2,62.5,58.8,2022-10-16,70.6,53.4,61.1,0.012,72.3,rain,0,0,19,6.6,318.6,1014.6,19.4,9.8,140.5,51,3
2278,P2178,PERDUE FOODS LLC,DE,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103056208,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-75.3820922,38.6980472,2022-10-19,56.9,34.1,45.7,0,65.2,,0,0,24.2,15,247.2,1012.4,10.2,9.9,160,33.2,2022-10-18,56.9,44,51.2,0.064,58,rain,0,0,28.9,8.1,305.3,1006.4,57.7,9.9,156,36.1,2022-10-17,68,57.8,62.2,0.175,86.3,rain,0,0,28.9,16.1,212.4,1006.4,88.9,9.5,62.8,57.9,2022-10-16,73.1,52.1,60.8,0,69.4,,0,0,18.3,8,0.7,1014.4,14.4,9.8,146.3,49.1,3
3570,P1315,"Tyson Foods, Inc.",MO,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103054834,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-75.052747,39.526134,2022-10-19,55.2,32,43.9,0,67.5,,0,0,26,16.1,254.2,1011.6,27.7,9.9,50.1,32.5,2022-10-18,55.5,39.8,48.8,0.002,65.2,rain,0,0,22.4,12.9,284.7,1005.9,48.1,9.9,50.5,36.8,2022-10-17,68,55.7,60.7,0.278,84,rain,0,0,28.9,11.1,227,1006,82,9.4,44.7,55.6,2022-10-16,68.7,48.3,57.1,0,73.6,,0,0,13.4,5.7,311.7,1014.2,24.8,9.6,66.2,47.5,3
3841,P768+V768,"Tyson Foods, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103052365,2022-10-19 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,"FSIS_Camp -
1588.1883.2605.7132.10308.15090 |
03/29/2023",FSIS22210630,Cip Nal Tet,Wednesday,-75.052747,39.526134,2022-10-19,55.2,32,43.9,0,67.5,,0,0,26,16.1,254.2,1011.6,27.7,9.9,50.1,32.5,2022-10-18,55.5,39.8,48.8,0.002,65.2,rain,0,0,22.4,12.9,284.7,1005.9,48.1,9.9,50.5,36.8,2022-10-17,68,55.7,60.7,0.278,84,rain,0,0,28.9,11.1,227,1006,82,9.4,44.7,55.6,2022-10-16,68.7,48.3,57.1,0,73.6,,0,0,13.4,5.7,311.7,1014.2,24.8,9.6,66.2,47.5,3
